X1	X2	elements	Kingdom	Phylum	Class	Order	Family	Genus	Species	mean	group
1	11.3863002334361	-8.27813046314103	ASV_1	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Unassigned	2477.95744680851	Model_9
2	8.27160030007824	-1.79742806393791	ASV_10	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	681.255319148936	Model_9
3	0.338515143235409	-8.03174283899204	ASV_100	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Frisingicoccus	Unassigned	119.957446808511	Model_8
4	-9.01779535608991	3.79110227133291	ASV_101	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	87.1063829787234	Model_8
5	9.00454622449003	10.991858977478	ASV_102	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Unassigned	Unassigned	59.7446808510638	Model_7
6	11.6103145197486	-10.8504030612563	ASV_103	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Unassigned	60.2127659574468	Model_4
7	17.1457153560409	10.4065235225432	ASV_104	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Unassigned	74.7234042553192	Model_8
8	-6.68053471237524	-8.74904576970062	ASV_105	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_2	Alkaliphilus	Unassigned	69.2127659574468	Model_8
9	-14.858294978792	-13.9391170414299	ASV_106	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Unassigned	58.2765957446809	Model_8
10	-18.5910398619506	-0.840752958524686	ASV_107	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Unassigned	88.5106382978723	Model_7
11	-21.3319792178709	-3.97930330271531	ASV_108	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	Unassigned	96.3404255319149	Model_6
12	14.0755846752031	14.5117591848995	ASV_109	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Unassigned	76.5531914893617	Model_7
13	5.531155678452	-0.373125655268029	ASV_11	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	734.872340425532	Model_7
14	5.73823536465635	2.0880885379142	ASV_110	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Faecalicatena	Unassigned	72.8936170212766	Model_8
15	1.25922413197801	-5.62047929835003	ASV_111	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flintibacter	Unassigned	60.0851063829787	Model_7
16	-2.78606195817354	-11.3721788392976	ASV_112	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	73.3617021276596	Model_7
17	-15.4539129672144	-15.1640598986504	ASV_113	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Schaedlerella	Unassigned	80.1702127659574	Model_3
18	-1.68935323740122	8.5974320899209	ASV_114	Bacteria	Firmicutes	Clostridia	Clostridiales	Unassigned	Unassigned	Unassigned	79.936170212766	Model_7
19	-2.2377715412024	-16.9181196583198	ASV_115	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Stomatobaculum	Unassigned	63.8297872340426	Model_8
20	-0.0835751767649366	4.88024973233821	ASV_117	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Unassigned	60.5531914893617	Model_7
21	-14.3201373930114	-4.15247723041746	ASV_118	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	70.0425531914894	Model_8
22	-8.95140951071778	-10.4226271459817	ASV_119	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	Unassigned	253.340425531915	Model_7
23	-11.060117999274	8.48681214727701	ASV_12	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	392.170212765957	Model_8
24	-8.35005593423228	-4.95839866265119	ASV_120	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Unassigned	154.212765957447	Model_7
25	-8.5322927486058	-16.9942708913575	ASV_121	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_2	Pelotomaculum	Unassigned	57.9574468085106	Model_7
26	-1.98196187346615	-0.0775231650648625	ASV_1214	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerocolumna	Unassigned	189.191489361702	Model_7
27	-15.2933287227864	5.01609736504072	ASV_122	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotaenia	Unassigned	63.2340425531915	Model_8
28	-8.2586532880135	-1.52436320173547	ASV_124	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetatifactor	Unassigned	72.3617021276596	Model_7
29	13.4903560211677	3.54870259971239	ASV_125	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Unassigned	52.6170212765957	Model_3
30	0.341912233784077	0.759176562921292	ASV_127	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	75.1489361702128	Model_8
31	-6.10617216691544	7.7044734259236	ASV_1277	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetatifactor	Unassigned	106.255319148936	Model_9
32	16.2493015000965	12.9213067007005	ASV_129	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Unassigned	63.7872340425532	Model_8
33	-16.5555163944797	-8.27479103287375	ASV_13	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Unassigned	424.595744680851	Model_8
34	15.1679486096247	6.14183915274949	ASV_130	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Unassigned	Unassigned	53.2127659574468	Model_8
35	-8.08363219139084	8.57342279707629	ASV_131	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	77.1489361702128	Model_7
