"source","target","correlation","direct","cor"
"ASV_73","ASV_109",-0.9,"undirected","-"
"ASV_54","ASV_109",-0.9,"undirected","-"
"ASV_97","ASV_109",0.9,"undirected","+"
"ASV_94","ASV_109",1,"undirected","+"
"ASV_89","ASV_109",0.9,"undirected","+"
"ASV_46","ASV_109",1,"undirected","+"
"ASV_25","ASV_109",-0.9,"undirected","-"
"ASV_58","ASV_109",0.9,"undirected","+"
"ASV_131","ASV_109",-0.9,"undirected","-"
"ASV_145","ASV_109",-0.9,"undirected","-"
"ASV_266","ASV_109",1,"undirected","+"
"ASV_64","ASV_109",0.9,"undirected","+"
"ASV_74","ASV_109",0.9,"undirected","+"
"ASV_44","ASV_109",0.9,"undirected","+"
"ASV_1582","ASV_109",0.9,"undirected","+"
"ASV_117","ASV_109",1,"undirected","+"
"ASV_111","ASV_109",0.9,"undirected","+"
"ASV_2","ASV_109",-0.9,"undirected","-"
"ASV_251","ASV_109",0.9,"undirected","+"
"ASV_301","ASV_109",-0.9,"undirected","-"
"ASV_297","ASV_109",0.9,"undirected","+"
"ASV_42","ASV_109",0.9,"undirected","+"
"ASV_515","ASV_109",-0.9,"undirected","-"
"ASV_1540","ASV_109",0.9,"undirected","+"
"ASV_1365","ASV_109",0.9,"undirected","+"
"ASV_1253","ASV_109",0.9,"undirected","+"
"ASV_800","ASV_109",0.9,"undirected","+"
"ASV_388","ASV_109",1,"undirected","+"
"ASV_563","ASV_109",0.9,"undirected","+"
"ASV_109","ASV_94",1,"undirected","+"
"ASV_89","ASV_94",0.9,"undirected","+"
"ASV_46","ASV_94",1,"undirected","+"
"ASV_25","ASV_94",-0.9,"undirected","-"
"ASV_58","ASV_94",0.9,"undirected","+"
"ASV_131","ASV_94",-0.9,"undirected","-"
"ASV_145","ASV_94",-0.9,"undirected","-"
"ASV_266","ASV_94",1,"undirected","+"
"ASV_64","ASV_94",0.9,"undirected","+"
"ASV_74","ASV_94",0.9,"undirected","+"
"ASV_44","ASV_94",0.9,"undirected","+"
"ASV_1582","ASV_94",0.9,"undirected","+"
"ASV_117","ASV_94",1,"undirected","+"
"ASV_111","ASV_94",0.9,"undirected","+"
"ASV_2","ASV_94",-0.9,"undirected","-"
"ASV_251","ASV_94",0.9,"undirected","+"
"ASV_301","ASV_94",-0.9,"undirected","-"
"ASV_297","ASV_94",0.9,"undirected","+"
"ASV_42","ASV_94",0.9,"undirected","+"
"ASV_515","ASV_94",-0.9,"undirected","-"
"ASV_1540","ASV_94",0.9,"undirected","+"
"ASV_1365","ASV_94",0.9,"undirected","+"
"ASV_1253","ASV_94",0.9,"undirected","+"
"ASV_800","ASV_94",0.9,"undirected","+"
"ASV_388","ASV_94",1,"undirected","+"
"ASV_563","ASV_94",0.9,"undirected","+"
"ASV_417","ASV_128",0.9,"undirected","+"
"ASV_170","ASV_128",0.9,"undirected","+"
"ASV_222","ASV_128",0.9,"undirected","+"
"ASV_152","ASV_128",-0.9,"undirected","-"
"ASV_150","ASV_128",-0.9,"undirected","-"
"ASV_240","ASV_128",0.9,"undirected","+"
"ASV_307","ASV_128",-0.974679434480896,"undirected","-"
"ASV_365","ASV_128",-1,"undirected","-"
"ASV_314","ASV_128",0.974679434480896,"undirected","+"
"ASV_280","ASV_128",-1,"undirected","-"
"ASV_454","ASV_128",1,"undirected","+"
"ASV_345","ASV_128",0.9,"undirected","+"
"ASV_255","ASV_128",0.9,"undirected","+"
"ASV_184","ASV_128",-0.974679434480896,"undirected","-"
"ASV_189","ASV_128",-0.9,"undirected","-"
