"source","target","correlation","direct","cor"
"ASV_33","ASV_16",-0.9,"undirected","-"
"ASV_25","ASV_16",-0.9,"undirected","-"
"ASV_201","ASV_16",0.9,"undirected","+"
"ASV_5","ASV_16",1,"undirected","+"
"ASV_81","ASV_16",-0.9,"undirected","-"
"ASV_75","ASV_16",-0.9,"undirected","-"
"ASV_83","ASV_16",-0.9,"undirected","-"
"ASV_95","ASV_16",-0.9,"undirected","-"
"ASV_127","ASV_16",-1,"undirected","-"
"ASV_1446","ASV_16",0.9,"undirected","+"
"ASV_333","ASV_16",0.9,"undirected","+"
"ASV_103","ASV_16",-0.9,"undirected","-"
"ASV_101","ASV_16",-0.9,"undirected","-"
"ASV_1412","ASV_16",1,"undirected","+"
"ASV_106","ASV_16",-0.9,"undirected","-"
"ASV_1605","ASV_16",0.9,"undirected","+"
"ASV_151","ASV_16",-0.9,"undirected","-"
"ASV_276","ASV_16",1,"undirected","+"
"ASV_1448","ASV_16",0.9,"undirected","+"
"ASV_193","ASV_16",0.9,"undirected","+"
"ASV_1046","ASV_16",0.9,"undirected","+"
"ASV_554","ASV_16",-0.9,"undirected","-"
"ASV_211","ASV_16",-0.9,"undirected","-"
"ASV_1497","ASV_16",0.9,"undirected","+"
"ASV_179","ASV_16",1,"undirected","+"
"ASV_196","ASV_16",0.9,"undirected","+"
"ASV_536","ASV_16",-0.9,"undirected","-"
"ASV_1505","ASV_16",0.9,"undirected","+"
"ASV_938","ASV_16",-0.9,"undirected","-"
"ASV_268","ASV_16",-1,"undirected","-"
"ASV_490","ASV_16",-1,"undirected","-"
"ASV_249","ASV_16",1,"undirected","+"
"ASV_332","ASV_16",0.9,"undirected","+"
"ASV_306","ASV_16",-1,"undirected","-"
"ASV_16","ASV_5",1,"undirected","+"
"ASV_81","ASV_5",-0.9,"undirected","-"
"ASV_75","ASV_5",-0.9,"undirected","-"
"ASV_83","ASV_5",-0.9,"undirected","-"
"ASV_95","ASV_5",-0.9,"undirected","-"
"ASV_127","ASV_5",-1,"undirected","-"
"ASV_1446","ASV_5",0.9,"undirected","+"
"ASV_333","ASV_5",0.9,"undirected","+"
"ASV_103","ASV_5",-0.9,"undirected","-"
"ASV_101","ASV_5",-0.9,"undirected","-"
"ASV_1412","ASV_5",1,"undirected","+"
"ASV_106","ASV_5",-0.9,"undirected","-"
"ASV_1605","ASV_5",0.9,"undirected","+"
"ASV_151","ASV_5",-0.9,"undirected","-"
"ASV_276","ASV_5",1,"undirected","+"
"ASV_1448","ASV_5",0.9,"undirected","+"
"ASV_193","ASV_5",0.9,"undirected","+"
"ASV_1046","ASV_5",0.9,"undirected","+"
"ASV_554","ASV_5",-0.9,"undirected","-"
"ASV_211","ASV_5",-0.9,"undirected","-"
"ASV_1497","ASV_5",0.9,"undirected","+"
"ASV_179","ASV_5",1,"undirected","+"
"ASV_196","ASV_5",0.9,"undirected","+"
"ASV_536","ASV_5",-0.9,"undirected","-"
"ASV_1505","ASV_5",0.9,"undirected","+"
"ASV_938","ASV_5",-0.9,"undirected","-"
"ASV_268","ASV_5",-1,"undirected","-"
"ASV_490","ASV_5",-1,"undirected","-"
"ASV_249","ASV_5",1,"undirected","+"
"ASV_332","ASV_5",0.9,"undirected","+"
"ASV_306","ASV_5",-1,"undirected","-"
"ASV_16","ASV_127",-1,"undirected","-"
"ASV_5","ASV_127",-1,"undirected","-"
"ASV_1446","ASV_127",-0.9,"undirected","-"
"ASV_333","ASV_127",-0.9,"undirected","-"
"ASV_103","ASV_127",0.9,"undirected","+"
"ASV_101","ASV_127",0.9,"undirected","+"
"ASV_1412","ASV_127",-1,"undirected","-"
"ASV_106","ASV_127",0.9,"undirected","+"
"ASV_1605","ASV_127",-0.9,"undirected","-"
"ASV_151","ASV_127",0.9,"undirected","+"
"ASV_276","ASV_127",-1,"undirected","-"
"ASV_1448","ASV_127",-0.9,"undirected","-"
"ASV_193","ASV_127",-0.9,"undirected","-"
"ASV_1046","ASV_127",-0.9,"undirected","-"
"ASV_554","ASV_127",0.9,"undirected","+"
"ASV_211","ASV_127",0.9,"undirected","+"
"ASV_1497","ASV_127",-0.9,"undirected","-"
"ASV_179","ASV_127",-1,"undirected","-"
"ASV_196","ASV_127",-0.9,"undirected","-"
"ASV_536","ASV_127",0.9,"undirected","+"
"ASV_1505","ASV_127",-0.9,"undirected","-"
"ASV_938","ASV_127",0.9,"undirected","+"
"ASV_268","ASV_127",1,"undirected","+"
"ASV_490","ASV_127",1,"undirected","+"
"ASV_249","ASV_127",-1,"undirected","-"
"ASV_332","ASV_127",-0.9,"undirected","-"
"ASV_306","ASV_127",1,"undirected","+"
"ASV_16","ASV_1412",1,"undirected","+"
"ASV_5","ASV_1412",1,"undirected","+"
"ASV_127","ASV_1412",-1,"undirected","-"
"ASV_106","ASV_1412",-0.9,"undirected","-"
"ASV_1605","ASV_1412",0.9,"undirected","+"
"ASV_151","ASV_1412",-0.9,"undirected","-"
"ASV_276","ASV_1412",1,"undirected","+"
"ASV_1448","ASV_1412",0.9,"undirected","+"
"ASV_193","ASV_1412",0.9,"undirected","+"
"ASV_1046","ASV_1412",0.9,"undirected","+"
"ASV_554","ASV_1412",-0.9,"undirected","-"
"ASV_211","ASV_1412",-0.9,"undirected","-"
"ASV_1497","ASV_1412",0.9,"undirected","+"
"ASV_179","ASV_1412",1,"undirected","+"
"ASV_196","ASV_1412",0.9,"undirected","+"
"ASV_536","ASV_1412",-0.9,"undirected","-"
"ASV_1505","ASV_1412",0.9,"undirected","+"
"ASV_938","ASV_1412",-0.9,"undirected","-"
"ASV_268","ASV_1412",-1,"undirected","-"
"ASV_490","ASV_1412",-1,"undirected","-"
"ASV_249","ASV_1412",1,"undirected","+"
"ASV_332","ASV_1412",0.9,"undirected","+"
"ASV_306","ASV_1412",-1,"undirected","-"
