"source","target","correlation","direct","cor"
"ASV_14","ASV_16",-0.9,"undirected","-"
"ASV_6","ASV_16",-1,"undirected","-"
"ASV_13","ASV_16",-0.9,"undirected","-"
"ASV_10","ASV_16",-1,"undirected","-"
"ASV_38","ASV_16",0.9,"undirected","+"
"ASV_59","ASV_16",0.9,"undirected","+"
"ASV_48","ASV_16",1,"undirected","+"
"ASV_33","ASV_16",-1,"undirected","-"
"ASV_49","ASV_16",-0.9,"undirected","-"
"ASV_250","ASV_16",1,"undirected","+"
"ASV_83","ASV_16",-0.9,"undirected","-"
"ASV_101","ASV_16",-0.9,"undirected","-"
"ASV_106","ASV_16",-0.9,"undirected","-"
"ASV_81","ASV_16",-0.9,"undirected","-"
"ASV_103","ASV_16",-0.9,"undirected","-"
"ASV_110","ASV_16",-0.9,"undirected","-"
"ASV_95","ASV_16",-0.9,"undirected","-"
"ASV_78","ASV_16",0.974679434480896,"undirected","+"
"ASV_1035","ASV_16",1,"undirected","+"
"ASV_308","ASV_16",0.9,"undirected","+"
"ASV_151","ASV_16",-0.9,"undirected","-"
"ASV_252","ASV_16",-1,"undirected","-"
"ASV_263","ASV_16",-1,"undirected","-"
"ASV_140","ASV_16",0.9,"undirected","+"
"ASV_1027","ASV_16",1,"undirected","+"
"ASV_137","ASV_16",0.9,"undirected","+"
"ASV_219","ASV_16",0.9,"undirected","+"
"ASV_226","ASV_16",0.9,"undirected","+"
"ASV_260","ASV_16",1,"undirected","+"
"ASV_211","ASV_16",-0.9,"undirected","-"
"ASV_490","ASV_16",-0.9,"undirected","-"
"ASV_245","ASV_16",-0.9,"undirected","-"
"ASV_4","ASV_16",-0.9,"undirected","-"
"ASV_196","ASV_16",1,"undirected","+"
"ASV_938","ASV_16",-0.9,"undirected","-"
"ASV_306","ASV_16",-0.9,"undirected","-"
"ASV_16","ASV_6",-1,"undirected","-"
"ASV_13","ASV_6",0.9,"undirected","+"
"ASV_10","ASV_6",1,"undirected","+"
"ASV_38","ASV_6",-0.9,"undirected","-"
"ASV_59","ASV_6",-0.9,"undirected","-"
"ASV_48","ASV_6",-1,"undirected","-"
"ASV_33","ASV_6",1,"undirected","+"
"ASV_49","ASV_6",0.9,"undirected","+"
"ASV_250","ASV_6",-1,"undirected","-"
"ASV_83","ASV_6",0.9,"undirected","+"
"ASV_101","ASV_6",0.9,"undirected","+"
"ASV_106","ASV_6",0.9,"undirected","+"
"ASV_81","ASV_6",0.9,"undirected","+"
"ASV_103","ASV_6",0.9,"undirected","+"
"ASV_110","ASV_6",0.9,"undirected","+"
"ASV_95","ASV_6",0.9,"undirected","+"
