"source","target","correlation","direct","cor"
"ASV_23","ASV_6",0.9,"undirected","+"
"ASV_63","ASV_6",0.9,"undirected","+"
"ASV_33","ASV_6",0.9,"undirected","+"
"ASV_10","ASV_6",0.9,"undirected","+"
"ASV_73","ASV_6",-0.9,"undirected","-"
"ASV_507","ASV_6",-0.9,"undirected","-"
"ASV_22","ASV_6",0.9,"undirected","+"
"ASV_26","ASV_6",-0.9,"undirected","-"
"ASV_104","ASV_6",1,"undirected","+"
"ASV_88","ASV_6",0.9,"undirected","+"
"ASV_98","ASV_6",-1,"undirected","-"
"ASV_152","ASV_6",0.9,"undirected","+"
"ASV_94","ASV_6",-1,"undirected","-"
"ASV_377","ASV_6",-1,"undirected","-"
"ASV_64","ASV_6",-0.9,"undirected","-"
"ASV_199","ASV_6",0.9,"undirected","+"
"ASV_1054","ASV_6",1,"undirected","+"
"ASV_83","ASV_6",0.9,"undirected","+"
"ASV_95","ASV_6",0.9,"undirected","+"
"ASV_196","ASV_6",-0.9,"undirected","-"
"ASV_195","ASV_6",-0.9,"undirected","-"
"ASV_27","ASV_6",-0.9,"undirected","-"
"ASV_216","ASV_6",-0.9,"undirected","-"
"ASV_1658","ASV_6",-0.9,"undirected","-"
"ASV_268","ASV_6",-0.9,"undirected","-"
"ASV_304","ASV_6",0.9,"undirected","+"
"ASV_44","ASV_6",-0.9,"undirected","-"
"ASV_315","ASV_6",0.9,"undirected","+"
"ASV_269","ASV_6",1,"undirected","+"
"ASV_154","ASV_6",-0.9,"undirected","-"
"ASV_352","ASV_6",-0.9,"undirected","-"
"ASV_139","ASV_6",1,"undirected","+"
"ASV_579","ASV_6",-0.9,"undirected","-"
"ASV_182","ASV_6",1,"undirected","+"
"ASV_1071","ASV_6",1,"undirected","+"
"ASV_85","ASV_6",-0.9,"undirected","-"
"ASV_157","ASV_6",-0.9,"undirected","-"
"ASV_121","ASV_6",0.9,"undirected","+"
"ASV_240","ASV_6",-1,"undirected","-"
"ASV_6","ASV_104",1,"undirected","+"
"ASV_88","ASV_104",0.9,"undirected","+"
"ASV_98","ASV_104",-1,"undirected","-"
"ASV_152","ASV_104",0.9,"undirected","+"
"ASV_94","ASV_104",-1,"undirected","-"
"ASV_377","ASV_104",-1,"undirected","-"
"ASV_64","ASV_104",-0.9,"undirected","-"
"ASV_199","ASV_104",0.9,"undirected","+"
"ASV_1054","ASV_104",1,"undirected","+"
"ASV_83","ASV_104",0.9,"undirected","+"
"ASV_95","ASV_104",0.9,"undirected","+"
"ASV_196","ASV_104",-0.9,"undirected","-"
"ASV_195","ASV_104",-0.9,"undirected","-"
"ASV_27","ASV_104",-0.9,"undirected","-"
"ASV_216","ASV_104",-0.9,"undirected","-"
"ASV_1658","ASV_104",-0.9,"undirected","-"
"ASV_268","ASV_104",-0.9,"undirected","-"
"ASV_304","ASV_104",0.9,"undirected","+"
"ASV_44","ASV_104",-0.9,"undirected","-"
"ASV_315","ASV_104",0.9,"undirected","+"
"ASV_269","ASV_104",1,"undirected","+"
"ASV_154","ASV_104",-0.9,"undirected","-"
"ASV_352","ASV_104",-0.9,"undirected","-"
"ASV_139","ASV_104",1,"undirected","+"
"ASV_579","ASV_104",-0.9,"undirected","-"
"ASV_182","ASV_104",1,"undirected","+"
"ASV_1071","ASV_104",1,"undirected","+"
"ASV_85","ASV_104",-0.9,"undirected","-"
"ASV_157","ASV_104",-0.9,"undirected","-"
"ASV_121","ASV_104",0.9,"undirected","+"
"ASV_240","ASV_104",-1,"undirected","-"
"ASV_6","ASV_98",-1,"undirected","-"
