"z","module","p","roles","label","role_7"
-0.144871164560059,"1",0,"Peripherals","","ultra peripheral"
-1.01409815192041,"1",0,"Peripherals","","ultra peripheral"
1.59358281016065,"1",0,"Peripherals","","ultra peripheral"
0.724355822800294,"1",0,"Peripherals","","ultra peripheral"
1.59358281016065,"1",0,"Peripherals","","ultra peripheral"
0.724355822800294,"1",0,"Peripherals","","ultra peripheral"
1.59358281016065,"1",0.32,"Peripherals","","peripheral"
-0.144871164560059,"1",0,"Peripherals","","ultra peripheral"
-1.01409815192041,"1",0.444444444444444,"Peripherals","","peripheral"
-1.01409815192041,"1",0,"Peripherals","","ultra peripheral"
-1.01409815192041,"1",0.444444444444444,"Peripherals","","peripheral"
-1.01409815192041,"1",0,"Peripherals","","ultra peripheral"
0.724355822800294,"1",0,"Peripherals","","ultra peripheral"
0.724355822800294,"1",0,"Peripherals","","ultra peripheral"
-1.01409815192041,"1",0.53125,"Peripherals","","peripheral"
-0.144871164560059,"1",0,"Peripherals","","ultra peripheral"
-1.01409815192041,"1",0,"Peripherals","","ultra peripheral"
-0.144871164560059,"1",0,"Peripherals","","ultra peripheral"
-0.145977002425522,"2",0,"Peripherals","","ultra peripheral"
-0.544096099949674,"2",0,"Peripherals","","ultra peripheral"
0.650261192622781,"2",0.40625,"Peripherals","","peripheral"
0.25214209509863,"2",0,"Peripherals","","ultra peripheral"
1.04838029014693,"2",0,"Peripherals","","ultra peripheral"
0.650261192622781,"2",0.375,"Peripherals","","peripheral"
1.84461848519524,"2",0,"Peripherals","","ultra peripheral"
-1.34033429499798,"2",0,"Peripherals","","ultra peripheral"
1.44649938767108,"2",0,"Peripherals","","ultra peripheral"
1.44649938767108,"2",0,"Peripherals","","ultra peripheral"
1.44649938767108,"2",0,"Peripherals","","ultra peripheral"
-1.34033429499798,"2",0,"Peripherals","","ultra peripheral"
-0.942215197473826,"2",0,"Peripherals","","ultra peripheral"
-0.942215197473826,"2",0,"Peripherals","","ultra peripheral"
-0.942215197473826,"2",0.375,"Peripherals","","peripheral"
0.650261192622781,"2",0,"Peripherals","","ultra peripheral"
1.44649938767108,"2",0,"Peripherals","","ultra peripheral"
-1.34033429499798,"2",0,"Peripherals","","ultra peripheral"
0.25214209509863,"2",0,"Peripherals","","ultra peripheral"
0.25214209509863,"2",0,"Peripherals","","ultra peripheral"
-0.544096099949674,"2",0,"Peripherals","","ultra peripheral"
0.25214209509863,"2",0,"Peripherals","","ultra peripheral"
-1.34033429499798,"2",0,"Peripherals","","ultra peripheral"
-0.145977002425522,"2",0,"Peripherals","","ultra peripheral"
1.04838029014693,"2",0,"Peripherals","","ultra peripheral"
-0.942215197473826,"2",0,"Peripherals","","ultra peripheral"
-0.544096099949674,"2",0,"Peripherals","","ultra peripheral"
-0.145977002425522,"2",0,"Peripherals","","ultra peripheral"
-0.145977002425522,"2",0,"Peripherals","","ultra peripheral"
-1.34033429499798,"2",0,"Peripherals","","ultra peripheral"
0.419627163708141,"5",0,"Peripherals","","ultra peripheral"
-0.279751442472094,"5",0,"Peripherals","","ultra peripheral"
-0.279751442472094,"5",0,"Peripherals","","ultra peripheral"
0.419627163708141,"5",0,"Peripherals","","ultra peripheral"
-0.279751442472094,"5",0,"Peripherals","","ultra peripheral"
-0.279751442472094,"5",0,"Peripherals","","ultra peripheral"
-0.279751442472094,"5",0,"Peripherals","","ultra peripheral"
2.51776298224885,"5",0,"Module hubs","ASV_10","provincial hub"
-0.979130048652329,"5",0,"Peripherals","","ultra peripheral"
-0.979130048652329,"5",0,"Peripherals","","ultra peripheral"
-0.290492277849586,"3",0,"Peripherals","","ultra peripheral"
0.788479039877448,"3",0,"Peripherals","","ultra peripheral"
0.248993381013931,"3",0,"Peripherals","","ultra peripheral"
2.406936016468,"3",0,"Peripherals","","ultra peripheral"
-0.290492277849586,"3",0,"Peripherals","","ultra peripheral"
