var	estimate	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae	-1.00582637509591	0.278768687333799	1.28459506242971	-3.06063470091961	0.0116939712467735	10.2600020088479	-1.73555946723355	-0.276093282958274	Welch Two Sample t-test	two.sided
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Barnesiellaceae	-0.326751020165215	0.144198040542554	0.470949060707769	-3.66278202432418	0.00360166800103856	11.2525646639599	-0.522561096441487	-0.130940943888942	Welch Two Sample t-test	two.sided
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae	0.214946139039308	0.279756216019776	0.0648100769804678	4.09314882756309	0.00150217245610078	11.9539279234611	0.100479821180647	0.329412456897969	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1	-1.18469564062745	0.365570398749109	1.55026603937656	-3.32037510804556	0.00680475620611464	11.0273271394575	-1.96976036583357	-0.399630915421335	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_2	6.48323933058526	6.51564912672663	0.0324097961413745	3.14705833261291	0.00929030528707864	11.0004771186297	1.94902466471949	11.017453996451	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae	-5.38267532124689	0.466332225331213	5.8490075465781	-4.0997182202774	0.00192534594734527	10.5335086953082	-8.28812305962138	-2.4772275828724	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae	-4.802330115874	3.82079013289042	8.62312024876442	-7.26932502345324	4.66936991119247e-07	20.1970802829148	-6.17951744843797	-3.42514278331003	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Vallitaleaceae	0.576703839387487	0.578949376832207	0.00224553744472064	4.05561420742493	0.00189722632187748	11.0002729804731	0.263727139862553	0.88968053891242	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae	-7.40112502499787	1.1350403979421	8.53616542293997	-4.84685798066051	0.000617275651977666	10.3142642381831	-10.7894810258527	-4.012769024143	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae	-0.127108059766636	0.0955777861070778	0.222685845873714	-2.9505561029242	0.0108958593293437	13.4796133608722	-0.219839856969486	-0.034376262563786	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae	3.22866362024206	3.56561164348386	0.336948023241797	2.44331495594399	0.0325711703621902	11.0325571631073	0.321268077187921	6.1360591632962	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae	-0.352503051566062	0.285346829639824	0.637849881205886	-4.21396060045316	0.000824468258127776	14.3403342022851	-0.531518482609063	-0.17348762052306	Welch Two Sample t-test	two.sided
