source,target,correlation,direct,cor
ASV_16,ASV_8,1,undirected,+
ASV_19,ASV_8,-1,undirected,-
ASV_36,ASV_8,-1,undirected,-
ASV_109,ASV_8,-1,undirected,-
ASV_257,ASV_8,1,undirected,+
ASV_234,ASV_8,1,undirected,+
ASV_236,ASV_8,1,undirected,+
ASV_154,ASV_8,1,undirected,+
ASV_41,ASV_8,-1,undirected,-
ASV_214,ASV_8,-1,undirected,-
ASV_125,ASV_8,-1,undirected,-
ASV_255,ASV_8,-1,undirected,-
ASV_1614,ASV_8,-1,undirected,-
ASV_413,ASV_8,-1,undirected,-
ASV_675,ASV_8,1,undirected,+
ASV_607,ASV_8,1,undirected,+
ASV_446,ASV_8,-1,undirected,-
ASV_495,ASV_8,1,undirected,+
ASV_10,ASV_5,-1,undirected,-
ASV_32,ASV_5,-1,undirected,-
ASV_20,ASV_5,-1,undirected,-
ASV_93,ASV_5,-1,undirected,-
ASV_68,ASV_5,-1,undirected,-
ASV_54,ASV_5,-1,undirected,-
ASV_416,ASV_5,-1,undirected,-
ASV_1610,ASV_5,-1,undirected,-
ASV_209,ASV_5,-1,undirected,-
ASV_560,ASV_5,1,undirected,+
ASV_420,ASV_5,-1,undirected,-
ASV_468,ASV_5,1,undirected,+
ASV_432,ASV_5,-1,undirected,-
ASV_313,ASV_5,-1,undirected,-
ASV_1238,ASV_5,-1,undirected,-
ASV_143,ASV_14,-1,undirected,-
ASV_493,ASV_14,-1,undirected,-
ASV_337,ASV_14,1,undirected,+
ASV_465,ASV_3,-1,undirected,-
ASV_176,ASV_3,-1,undirected,-
ASV_293,ASV_3,-1,undirected,-
ASV_216,ASV_3,-1,undirected,-
ASV_412,ASV_3,-1,undirected,-
ASV_185,ASV_3,-1,undirected,-
ASV_144,ASV_51,1,undirected,+
ASV_91,ASV_51,-1,undirected,-
ASV_118,ASV_51,-1,undirected,-
ASV_76,ASV_51,-1,undirected,-
ASV_130,ASV_51,-1,undirected,-
ASV_71,ASV_51,1,undirected,+
ASV_269,ASV_51,-1,undirected,-
ASV_550,ASV_51,-1,undirected,-
ASV_528,ASV_51,1,undirected,+
ASV_193,ASV_51,-1,undirected,-
ASV_616,ASV_51,-1,undirected,-
ASV_1440,ASV_51,-1,undirected,-
ASV_328,ASV_51,-1,undirected,-
ASV_270,ASV_51,-1,undirected,-
ASV_370,ASV_51,-1,undirected,-
ASV_45,ASV_51,-1,undirected,-
ASV_33,ASV_6,1,undirected,+
ASV_40,ASV_6,-1,undirected,-
ASV_377,ASV_6,-1,undirected,-
ASV_529,ASV_6,1,undirected,+
ASV_273,ASV_6,-1,undirected,-
ASV_393,ASV_6,-1,undirected,-
ASV_691,ASV_6,-1,undirected,-
ASV_235,ASV_6,1,undirected,+
ASV_397,ASV_6,-1,undirected,-
ASV_451,ASV_6,1,undirected,+
ASV_1413,ASV_6,1,undirected,+
ASV_266,ASV_6,1,undirected,+
ASV_295,ASV_6,1,undirected,+
ASV_931,ASV_6,-1,undirected,-
ASV_1165,ASV_6,1,undirected,+
ASV_57,ASV_11,1,undirected,+
ASV_1,ASV_11,1,undirected,+
ASV_119,ASV_11,1,undirected,+
ASV_149,ASV_11,-1,undirected,-
ASV_1054,ASV_11,1,undirected,+
ASV_83,ASV_11,1,undirected,+
ASV_95,ASV_11,1,undirected,+
ASV_536,ASV_11,1,undirected,+
ASV_50,ASV_11,1,undirected,+
ASV_656,ASV_11,-1,undirected,-
ASV_251,ASV_11,-1,undirected,-
ASV_572,ASV_11,1,undirected,+
ASV_145,ASV_11,1,undirected,+
ASV_56,ASV_11,-1,undirected,-
ASV_1627,ASV_11,1,undirected,+
ASV_554,ASV_11,1,undirected,+
ASV_42,ASV_11,-1,undirected,-
ASV_346,ASV_11,1,undirected,+
ASV_444,ASV_11,-1,undirected,-
ASV_459,ASV_11,1,undirected,+
ASV_1540,ASV_11,1,undirected,+
ASV_19,ASV_16,-1,undirected,-
ASV_36,ASV_16,-1,undirected,-
ASV_109,ASV_16,-1,undirected,-
ASV_257,ASV_16,1,undirected,+
ASV_234,ASV_16,1,undirected,+
ASV_236,ASV_16,1,undirected,+
ASV_154,ASV_16,1,undirected,+
ASV_41,ASV_16,-1,undirected,-
ASV_214,ASV_16,-1,undirected,-
ASV_125,ASV_16,-1,undirected,-
ASV_255,ASV_16,-1,undirected,-
ASV_1614,ASV_16,-1,undirected,-
ASV_413,ASV_16,-1,undirected,-
ASV_675,ASV_16,1,undirected,+
ASV_607,ASV_16,1,undirected,+
ASV_446,ASV_16,-1,undirected,-
ASV_495,ASV_16,1,undirected,+
ASV_37,ASV_26,1,undirected,+
ASV_64,ASV_26,1,undirected,+
ASV_22,ASV_26,1,undirected,+
ASV_1439,ASV_26,1,undirected,+
