source,target,correlation,direct,cor
ASV_1253,ASV_2,1,undirected,+
ASV_1365,ASV_2,1,undirected,+
ASV_149,ASV_2,1,undirected,+
ASV_1553,ASV_2,1,undirected,+
ASV_324,ASV_2,-1,undirected,-
ASV_174,ASV_2,-1,undirected,-
ASV_277,ASV_2,-1,undirected,-
ASV_432,ASV_2,-1,undirected,-
ASV_410,ASV_2,1,undirected,+
ASV_382,ASV_2,1,undirected,+
ASV_1,ASV_28,1,undirected,+
ASV_9,ASV_28,1,undirected,+
ASV_1412,ASV_28,1,undirected,+
ASV_1497,ASV_28,1,undirected,+
ASV_98,ASV_28,1,undirected,+
ASV_275,ASV_28,-1,undirected,-
ASV_182,ASV_28,-1,undirected,-
ASV_189,ASV_28,-1,undirected,-
ASV_649,ASV_28,-1,undirected,-
ASV_514,ASV_28,-1,undirected,-
ASV_201,ASV_12,1,undirected,+
ASV_290,ASV_12,-1,undirected,-
ASV_167,ASV_12,-1,undirected,-
ASV_114,ASV_12,1,undirected,+
ASV_159,ASV_12,-1,undirected,-
ASV_1582,ASV_12,1,undirected,+
ASV_158,ASV_12,-1,undirected,-
ASV_468,ASV_12,-1,undirected,-
ASV_677,ASV_12,-1,undirected,-
ASV_730,ASV_12,-1,undirected,-
ASV_36,ASV_30,1,undirected,+
ASV_19,ASV_30,1,undirected,+
ASV_223,ASV_30,-1,undirected,-
ASV_493,ASV_30,-1,undirected,-
ASV_462,ASV_30,-1,undirected,-
ASV_1611,ASV_30,-1,undirected,-
ASV_1370,ASV_30,-1,undirected,-
ASV_6,ASV_16,-1,undirected,-
ASV_10,ASV_16,-1,undirected,-
ASV_38,ASV_16,1,undirected,+
ASV_48,ASV_16,1,undirected,+
ASV_33,ASV_16,-1,undirected,-
ASV_250,ASV_16,1,undirected,+
ASV_81,ASV_16,-1,undirected,-
ASV_1035,ASV_16,1,undirected,+
ASV_252,ASV_16,-1,undirected,-
ASV_263,ASV_16,-1,undirected,-
ASV_1027,ASV_16,1,undirected,+
ASV_260,ASV_16,1,undirected,+
ASV_196,ASV_16,1,undirected,+
ASV_214,ASV_16,-1,undirected,-
ASV_332,ASV_16,1,undirected,+
ASV_1454,ASV_16,1,undirected,+
ASV_483,ASV_16,-1,undirected,-
ASV_315,ASV_16,-1,undirected,-
ASV_304,ASV_16,-1,undirected,-
ASV_750,ASV_16,-1,undirected,-
ASV_923,ASV_16,1,undirected,+
ASV_407,ASV_16,1,undirected,+
ASV_1111,ASV_16,-1,undirected,-
ASV_487,ASV_16,1,undirected,+
ASV_152,ASV_16,-1,undirected,-
ASV_582,ASV_16,-1,undirected,-
ASV_13,ASV_14,1,undirected,+
ASV_44,ASV_14,-1,undirected,-
ASV_59,ASV_14,-1,undirected,-
ASV_49,ASV_14,1,undirected,+
ASV_110,ASV_14,1,undirected,+
ASV_308,ASV_14,-1,undirected,-
ASV_245,ASV_14,1,undirected,+
ASV_199,ASV_14,1,undirected,+
ASV_1209,ASV_14,-1,undirected,-
ASV_1613,ASV_14,-1,undirected,-
ASV_34,ASV_14,1,undirected,+
ASV_474,ASV_14,1,undirected,+
ASV_436,ASV_14,1,undirected,+
ASV_305,ASV_52,1,undirected,+
ASV_1141,ASV_52,1,undirected,+
ASV_1491,ASV_52,1,undirected,+
ASV_72,ASV_52,-1,undirected,-
ASV_258,ASV_52,1,undirected,+
ASV_531,ASV_52,1,undirected,+
ASV_1488,ASV_52,1,undirected,+
ASV_403,ASV_52,1,undirected,+
ASV_1548,ASV_52,1,undirected,+
ASV_526,ASV_52,-1,undirected,-
ASV_113,ASV_5,-1,undirected,-
ASV_311,ASV_5,1,undirected,+
ASV_97,ASV_26,-1,undirected,-
ASV_154,ASV_26,1,undirected,+
ASV_635,ASV_26,1,undirected,+
ASV_586,ASV_26,1,undirected,+
ASV_21,ASV_15,1,undirected,+
ASV_959,ASV_15,-1,undirected,-
ASV_231,ASV_15,-1,undirected,-
ASV_268,ASV_15,-1,undirected,-
ASV_255,ASV_15,-1,undirected,-
ASV_24,ASV_15,1,undirected,+
ASV_629,ASV_15,1,undirected,+
ASV_351,ASV_15,-1,undirected,-
ASV_251,ASV_15,-1,undirected,-
ASV_297,ASV_15,-1,undirected,-
ASV_604,ASV_15,1,undirected,+
ASV_266,ASV_15,1,undirected,+
ASV_545,ASV_15,1,undirected,+
ASV_10,ASV_6,1,undirected,+
ASV_38,ASV_6,-1,undirected,-
ASV_48,ASV_6,-1,undirected,-
ASV_33,ASV_6,1,undirected,+
ASV_250,ASV_6,-1,undirected,-
ASV_81,ASV_6,1,undirected,+
ASV_1035,ASV_6,-1,undirected,-
ASV_252,ASV_6,1,undirected,+
ASV_263,ASV_6,1,undirected,+
ASV_1027,ASV_6,-1,undirected,-
ASV_260,ASV_6,-1,undirected,-
ASV_196,ASV_6,-1,undirected,-
ASV_214,ASV_6,1,undirected,+
ASV_332,ASV_6,-1,undirected,-
ASV_1454,ASV_6,-1,undirected,-
ASV_483,ASV_6,1,undirected,+
ASV_315,ASV_6,1,undirected,+
ASV_304,ASV_6,1,undirected,+
ASV_750,ASV_6,1,undirected,+
ASV_923,ASV_6,-1,undirected,-
ASV_407,ASV_6,-1,undirected,-
ASV_1111,ASV_6,1,undirected,+
ASV_487,ASV_6,-1,undirected,-
ASV_152,ASV_6,1,undirected,+
ASV_582,ASV_6,1,undirected,+
ASV_44,ASV_13,-1,undirected,-
ASV_59,ASV_13,-1,undirected,-
ASV_49,ASV_13,1,undirected,+
ASV_110,ASV_13,1,undirected,+
ASV_308,ASV_13,-1,undirected,-
ASV_245,ASV_13,1,undirected,+
ASV_199,ASV_13,1,undirected,+
ASV_1209,ASV_13,-1,undirected,-
ASV_1613,ASV_13,-1,undirected,-
ASV_34,ASV_13,1,undirected,+
ASV_474,ASV_13,1,undirected,+
ASV_436,ASV_13,1,undirected,+
ASV_1365,ASV_1253,1,undirected,+
ASV_149,ASV_1253,1,undirected,+
ASV_1553,ASV_1253,1,undirected,+
ASV_324,ASV_1253,-1,undirected,-
ASV_174,ASV_1253,-1,undirected,-
ASV_277,ASV_1253,-1,undirected,-
ASV_432,ASV_1253,-1,undirected,-
ASV_410,ASV_1253,1,undirected,+
ASV_382,ASV_1253,1,undirected,+
ASV_19,ASV_36,1,undirected,+
ASV_223,ASV_36,-1,undirected,-
ASV_493,ASV_36,-1,undirected,-
ASV_462,ASV_36,-1,undirected,-
ASV_1611,ASV_36,-1,undirected,-
ASV_1370,ASV_36,-1,undirected,-
ASV_38,ASV_10,-1,undirected,-
ASV_48,ASV_10,-1,undirected,-
ASV_33,ASV_10,1,undirected,+
ASV_250,ASV_10,-1,undirected,-
ASV_81,ASV_10,1,undirected,+
ASV_1035,ASV_10,-1,undirected,-
ASV_252,ASV_10,1,undirected,+
ASV_263,ASV_10,1,undirected,+
ASV_1027,ASV_10,-1,undirected,-
ASV_260,ASV_10,-1,undirected,-
ASV_196,ASV_10,-1,undirected,-
ASV_214,ASV_10,1,undirected,+
ASV_332,ASV_10,-1,undirected,-
ASV_1454,ASV_10,-1,undirected,-
ASV_483,ASV_10,1,undirected,+
ASV_315,ASV_10,1,undirected,+
ASV_304,ASV_10,1,undirected,+
ASV_750,ASV_10,1,undirected,+
ASV_923,ASV_10,-1,undirected,-
ASV_407,ASV_10,-1,undirected,-
ASV_1111,ASV_10,1,undirected,+
ASV_487,ASV_10,-1,undirected,-
ASV_152,ASV_10,1,undirected,+
ASV_582,ASV_10,1,undirected,+
ASV_154,ASV_97,-1,undirected,-
