feature	method	group1	group2	p_values	adj_method	p_adjust	pathway_name	pathway_description	pathway_class	pathway_map
ko00740	LinDA	NCA	NCC	0.00886530180801184	none	0.00886530180801184	Riboflavin metabolism	NA	Metabolism; Metabolism of cofactors and vitamins	Riboflavin metabolism
ko04260	LinDA	NCA	NCC	0.00119185310559433	none	0.00119185310559433	Cardiac muscle contraction	Contraction of the heart is a complex process initiated by the electrical excitation of cardiac myocytes (excitation-contraction coupling, ECC). In cardiac myocytes, Ca2+ influx induced by activation of voltage-dependent L-type Ca channels (DHP receptors) upon membrane depolarization triggers the release of Ca2+ via Ca2+ release channels (ryanodine receptors) of sarcoplasmic reticulum (SR) through a Ca2+ -induced Ca release (CICR) mechanism. Ca2+ ions released via the CICR mechanism diffuse through the cytosolic space to contractile proteins to bind to troponinC resulting in the release of inhibition induced by troponinI. The Ca2+ binding to troponinC thereby triggers the sliding of thin and thick filaments, that is, the activation of a crossbridge and subsequent cardiac force development and/or cell shortening. Recovery occurs as Ca2+ is pumped out of the cell by the Na+/Ca2+ exchanger (NCX) or is returned to the sarcoplasmic reticulum (SR) by sarco(endo)plasmic Ca2+ -ATPase (SERCA) pumps on the non-junctional region of the SR.	Organismal Systems; Circulatory system	Cardiac muscle contraction
ko04974	LinDA	NCA	NCC	0.0386389765909793	none	0.0386389765909793	Protein digestion and absorption	Protein is a dietary component essential for nutritional homeostasis in humans. Normally, ingested protein undergoes a complex series of degradative processes following the action of gastric, pancreatic and small intestinal enzymes. The result of this proteolytic activity is a mixture of amino acids and small peptides. Amino acids (AAs) are transported into the enterocyte (intestinal epithelial cell) by a variety of AA transporters that are specific for cationic (basic) AA, neutral AA, and anionic (acidic) AA. Small peptides are absorbed into enterocytes by the PEPT1 transporter. Inside enterocytes peptides are hydrolyzed, and the resulting amino acids are released together with those absorbed by AA transporters into blood via multiple, basolateral, AA transporters. Hydrolysis-resistant peptides, however, are transported out of the cells by a basolateral peptide transporter that has not been identified molecularly.	Organismal Systems; Digestive system	Protein digestion and absorption
ko00590	LinDA	NCA	NCC	0.000158854556407612	none	0.000158854556407612	Arachidonic acid metabolism	NA	Metabolism; Lipid metabolism	Arachidonic acid metabolism
ko00100	LinDA	NCA	NCC	0.000547872147093026	none	0.000547872147093026	Steroid biosynthesis	NA	Metabolism; Lipid metabolism	Steroid biosynthesis
ko05219	LinDA	NCA	NCC	0.000136941222193594	none	0.000136941222193594	Bladder cancer	The urothelium covers the luminal surface of almost the entire urinary tract, extending from the renal pelvis, through the ureter and bladder, to the proximal urethra. The majority of urothelial carcinoma are bladder carcinomas, and urothelial carcinomas of the renal pelvis and ureter account for only approximately 7% of the total. Urothelial tumours arise and evolve through divergent phenotypic pathways. Some tumours progress from urothelial hyperplasia to low-grade non-invasive superficial papillary tumours. More aggressive variants arise either from flat, high-grade carcinoma in situ (CIS) and progress to invasive tumours, or they arise de novo as invasive tumours. Low-grade papillary tumors frequently show a constitutive activation of the receptor tyrosine kinase-Ras pathway, exhibiting activating mutations in the HRAS and fibroblast growth factor receptor 3 (FGFR3) genes. In contrast, CIS and invasive tumors frequently show alterations in the TP53 and RB genes and pathways. Invasion and metastases are promoted by several factors that alter the tumour microenvironment, including the aberrant expression of E-cadherins (E-cad), matrix metalloproteinases (MMPs), angiogenic factors such as vascular endothelial growth factor (VEGF).	Human Diseases; Cancer: specific types	Bladder cancer
ko05211	LinDA	NCA	NCC	0.012533192503602	none	0.012533192503602	Renal cell carcinoma	Renal cell cancer (RCC) accounts for ~3% of human malignancies and its incidence appears to be rising. Although most cases of RCC seem to occur sporadically, an inherited predisposition to renal cancer accounts for 1-4% of cases. RCC is not a single disease, it has several morphological subtypes. Conventional RCC (clear cell RCC) accounts for ~80% of cases, followed by papillary RCC (10-15%), chromophobe RCC (5%), and collecting duct RCC (<1%). Genes potentially involved in sporadic neoplasms of each particular type are VHL, MET, BHD, and FH respectively. In the absence of VHL, hypoxia-inducible factor alpha (HIF-alpha) accumulates, leading to production of several growth factors, including vascular endothelial growth factor and platelet-derived growth factor. Activated MET mediates a number of biological effects including motility, invasion of extracellular matrix, cellular transformation, prevention of apoptosis and metastasis formation. Loss of functional FH leads to accumulation of fumarate in the cell, triggering inhibition of HPH and preventing targeted pVHL-mediated degradation of HIF-alpha. BHD mutations cause the Birt-Hogg-Dube syndrome and its associated chromophobe, hybrid oncocytic, and conventional (clear cell) RCC.	Human Diseases; Cancer: specific types	Renal cell carcinoma
ko00364	LinDA	NCA	NCC	0.000527330148348614	none	0.000527330148348614	Fluorobenzoate degradation	NA	Metabolism; Xenobiotics biodegradation and metabolism	Fluorobenzoate degradation
ko00121	LinDA	NCA	NCC	0.00471625857637152	none	0.00471625857637152	Secondary bile acid biosynthesis	The secondary bile acids are derived from the primary bile acids by the enzymatic action of intestinal bacteria through the process of deconjugation and dehydroxylation. The secondary bile acids in humans include deoxycholic acid and lithocholic acid, formed from the 7alpha-dehydroxylation of cholic acid and chenodeoxycholic acid, respectively.	Metabolism; Lipid metabolism	Secondary bile acid biosynthesis
ko00361	LinDA	NCA	NCC	0.0312900716381994	none	0.0312900716381994	Chlorocyclohexane and chlorobenzene degradation	NA	Metabolism; Xenobiotics biodegradation and metabolism	Chlorocyclohexane and chlorobenzene degradation
ko05146	LinDA	NCA	NCC	0.00504085142367761	none	0.00504085142367761	Amoebiasis	Entamoeba histolytica, an extracellular protozoan parasite is a human pathogen that invades the intestinal epithelium. Infection occurs on ingestion of contaminated water and food. The pathogenesis of amoebiasis begins with parasite attachment and disruption of the intestinal mucus layer, followed by apoptosis of host epithelial cells. Intestinal tissue destruction causes severe dysentery and ulcerations in amoebic colitis. Several amoebic proteins such as lectins, cysteine proteineases, and amoebapores are associated with the invasion process. The parasite can cause extraintestinal infection like amoebic liver abscess by evading immune response.	Human Diseases; Infectious disease: parasitic	Amoebiasis
ko05144	LinDA	NCA	NCC	8.98102903730957e-10	none	8.98102903730957e-10	Malaria	Plasmodium protozoa are parasites that account for malaria infection. Sporozoite forms of the parasite are injected by mosquito bites under the skin and are carried to the liver where they develop into the merozoite form.	Human Diseases; Infectious disease: parasitic	Malaria
ko00120	LinDA	NCA	NCC	0.0047656453107347	none	0.0047656453107347	Primary bile acid biosynthesis	Bile acids are steroid carboxylic acids derived from cholesterol in vertebrates. The primary bile acids, cholic acid and chenodeoxycholic acid, are synthesized in the liver and conjugated with taurine or glycine before secretion via bile into the intestine. The conversion from cholesterol to cholic and chenodeoxycholic acids involves four steps: 1) the initiation of synthesis by 7alpha-hydroxylation of sterol precursors, 2) further modifications to the ring structures, 3) side-chain oxidation and shortening (cleavage) by three carbons, and 4) conjugation of the bile acid with taurine or glycine.	Metabolism; Lipid metabolism	Primary bile acid biosynthesis
ko00980	LinDA	NCA	NCC	0.0299763390317263	none	0.0299763390317263	Metabolism of xenobiotics by cytochrome P450	NA	Metabolism; Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450
ko00410	LinDA	NCA	NCC	0.0212087507061905	none	0.0212087507061905	beta-Alanine metabolism	NA	Metabolism; Metabolism of other amino acids	beta-Alanine metabolism
