source,target,correlation,direct,cor
ASV_49,ASV_720,1,undirected,+
ASV_19,ASV_720,1,undirected,+
ASV_54,ASV_720,1,undirected,+
ASV_456,ASV_720,-1,undirected,-
ASV_1365,ASV_720,-1,undirected,-
ASV_196,ASV_720,1,undirected,+
ASV_291,ASV_720,1,undirected,+
ASV_626,ASV_720,1,undirected,+
ASV_1035,ASV_720,-1,undirected,-
ASV_322,ASV_720,1,undirected,+
ASV_307,ASV_720,-1,undirected,-
ASV_371,ASV_720,1,undirected,+
ASV_199,ASV_720,1,undirected,+
ASV_28,ASV_720,1,undirected,+
ASV_1193,ASV_720,-1,undirected,-
ASV_451,ASV_720,-1,undirected,-
ASV_131,ASV_720,1,undirected,+
ASV_555,ASV_720,1,undirected,+
ASV_5,ASV_720,-1,undirected,-
ASV_767,ASV_720,1,undirected,+
ASV_471,ASV_720,-1,undirected,-
ASV_414,ASV_720,1,undirected,+
ASV_497,ASV_720,-1,undirected,-
ASV_19,ASV_49,1,undirected,+
ASV_54,ASV_49,1,undirected,+
ASV_456,ASV_49,-1,undirected,-
ASV_1365,ASV_49,-1,undirected,-
ASV_196,ASV_49,1,undirected,+
ASV_291,ASV_49,1,undirected,+
ASV_626,ASV_49,1,undirected,+
ASV_1035,ASV_49,-1,undirected,-
ASV_322,ASV_49,1,undirected,+
ASV_307,ASV_49,-1,undirected,-
ASV_371,ASV_49,1,undirected,+
ASV_199,ASV_49,1,undirected,+
ASV_28,ASV_49,1,undirected,+
ASV_1193,ASV_49,-1,undirected,-
ASV_451,ASV_49,-1,undirected,-
ASV_131,ASV_49,1,undirected,+
ASV_555,ASV_49,1,undirected,+
ASV_5,ASV_49,-1,undirected,-
ASV_767,ASV_49,1,undirected,+
ASV_471,ASV_49,-1,undirected,-
ASV_414,ASV_49,1,undirected,+
ASV_497,ASV_49,-1,undirected,-
ASV_54,ASV_19,1,undirected,+
ASV_456,ASV_19,-1,undirected,-
ASV_1365,ASV_19,-1,undirected,-
ASV_196,ASV_19,1,undirected,+
ASV_291,ASV_19,1,undirected,+
ASV_626,ASV_19,1,undirected,+
ASV_1035,ASV_19,-1,undirected,-
ASV_322,ASV_19,1,undirected,+
ASV_307,ASV_19,-1,undirected,-
ASV_371,ASV_19,1,undirected,+
ASV_199,ASV_19,1,undirected,+
ASV_28,ASV_19,1,undirected,+
ASV_1193,ASV_19,-1,undirected,-
ASV_451,ASV_19,-1,undirected,-
ASV_131,ASV_19,1,undirected,+
ASV_555,ASV_19,1,undirected,+
ASV_5,ASV_19,-1,undirected,-
ASV_767,ASV_19,1,undirected,+
ASV_471,ASV_19,-1,undirected,-
ASV_414,ASV_19,1,undirected,+
ASV_497,ASV_19,-1,undirected,-
ASV_456,ASV_54,-1,undirected,-
ASV_1365,ASV_54,-1,undirected,-
ASV_196,ASV_54,1,undirected,+
ASV_291,ASV_54,1,undirected,+
ASV_626,ASV_54,1,undirected,+
ASV_1035,ASV_54,-1,undirected,-
ASV_322,ASV_54,1,undirected,+
ASV_307,ASV_54,-1,undirected,-
ASV_371,ASV_54,1,undirected,+
ASV_199,ASV_54,1,undirected,+
ASV_28,ASV_54,1,undirected,+
ASV_1193,ASV_54,-1,undirected,-
