var	estimate	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative
Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae	0.329844570139536	0.358305754887683	0.0284611847481466	2.98940623926596	0.00967623851683338	14.1237982047806	0.0933879360181134	0.566301204260959	Welch Two Sample t-test	two.sided
Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae	0.275777559857959	0.350264264246645	0.0744867043886862	2.75334020244581	0.0150194232025234	14.67503169867	0.0618767530524196	0.489678366663498	Welch Two Sample t-test	two.sided
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae	-1.2424028328934	0.552757425578838	1.79516025847224	-3.20324485081795	0.00607709930080532	14.6445505237609	-2.07085279800204	-0.413952867784755	Welch Two Sample t-test	two.sided
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae	6.21582306788544	18.3168548746715	12.1010318067861	2.45179840275736	0.0210756357488736	26.5999620073259	1.01033952825833	11.4213066075126	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae	2.18124957985527	2.64512905878854	0.463879478933262	3.26180480245445	0.00551202205101162	14.3709388660296	0.750443066459383	3.61205609325116	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_2	2.76711106719328	2.83532438276776	0.0682133155744857	3.05663880085405	0.00853578391352658	14.0013610010435	0.825498320128344	4.70872381425821	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII	0.113032411563827	0.265858821847935	0.152826410284108	2.39304290721314	0.02659042549992	20.0862491761976	0.0145316321810121	0.211533190946643	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae	-13.2859640490128	45.6933713492964	58.9793353983092	-3.12744947700735	0.00415716307034025	27.3412639964929	-21.9974187332529	-4.57450936477264	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae	-2.13903743494592	6.84516211022948	8.98419954517541	-2.46112405584056	0.0205915281183551	26.7678923846166	-3.92306928392356	-0.355005585968282	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Unassigned	0.94250229370572	1.251725531475	0.30922323776928	8.20026038567745	5.75941171539607e-07	15.206933240391	0.697812775999793	1.18719181141165	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Vallitaleaceae	0.604850749030165	0.65473259286791	0.0498818438377452	7.02788350635627	4.79068740343552e-06	14.5745693353265	0.420941292846814	0.788760205213516	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae	-2.3659468278021	0.760885794159012	3.12683262196111	-3.25919001219235	0.00524521864270846	15.0977033874959	-3.91236031694644	-0.819533338657763	Welch Two Sample t-test	two.sided
Bacteria|Unassigned|Unassigned|Unassigned|Unassigned	1.31724871792925	1.35174113544601	0.0344924175167615	2.75564528045449	0.0154704563349883	14.0025040382589	0.292018751995185	2.34247868386331	Welch Two Sample t-test	two.sided
